,bb_height,bb_width,block_num,cell_type,conf,content,filename,img_height,img_width,level,line_num,page_num,par_num,word_num,x1,x2,y1,y2
2642,25.0,5.0,14.0,-1,17.0,..,photo-104.jpg,2448.0,3264.0,5.0,1.0,1.0,1.0,6.0,2266.0,2271.0,872.0,897.0
2643,125.0,9.0,14.0,-1,17.0,......,photo-104.jpg,2448.0,3264.0,5.0,1.0,1.0,1.0,7.0,2261.0,2270.0,731.0,856.0
2644,30.0,27.0,14.0,-1,83.0,.$,photo-104.jpg,2448.0,3264.0,5.0,1.0,1.0,1.0,8.0,2242.0,2269.0,686.0,716.0
2648,44.0,28.0,15.0,-1,93.0,OF,photo-104.jpg,2448.0,3264.0,5.0,1.0,1.0,1.0,1.0,2397.0,2425.0,1053.0,1097.0
2649,257.0,33.0,15.0,-1,89.0,REMITTANCE....,photo-104.jpg,2448.0,3264.0,5.0,1.0,1.0,1.0,2.0,2390.0,2423.0,784.0,1041.0
2650,138.0,30.0,15.0,-1,95.0,PLEASE.,photo-104.jpg,2448.0,3264.0,5.0,1.0,1.0,1.0,3.0,2385.0,2415.0,644.0,782.0
2652,148.0,33.0,15.0,-1,41.0,Curr.Inv$,photo-104.jpg,2448.0,3264.0,5.0,2.0,1.0,1.0,1.0,2437.0,2470.0,1194.0,1342.0
2653,115.0,29.0,15.0,-1,96.0,1269.15,photo-104.jpg,2448.0,3264.0,5.0,2.0,1.0,1.0,2.0,2435.0,2464.0,1069.0,1184.0
2654,78.0,29.0,15.0,-1,79.0,Total,photo-104.jpg,2448.0,3264.0,5.0,2.0,1.0,1.0,3.0,2426.0,2455.0,814.0,892.0
2655,84.0,30.0,15.0,-1,69.0,Acct$,photo-104.jpg,2448.0,3264.0,5.0,2.0,1.0,1.0,4.0,2422.0,2452.0,720.0,804.0
2656,115.0,28.0,15.0,-1,94.0,1269.15,photo-104.jpg,2448.0,3264.0,5.0,2.0,1.0,1.0,5.0,2421.0,2449.0,583.0,698.0
2658,130.0,28.0,15.0,-1,96.0,Account,photo-104.jpg,2448.0,3264.0,5.0,3.0,1.0,1.0,1.0,2479.0,2507.0,1212.0,1342.0
2659,52.0,27.0,15.0,-1,95.0,No:,photo-104.jpg,2448.0,3264.0,5.0,3.0,1.0,1.0,2.0,2475.0,2502.0,1150.0,1202.0
2660,71.0,28.0,15.0,-1,95.0,5384,photo-104.jpg,2448.0,3264.0,5.0,3.0,1.0,1.0,3.0,2472.0,2500.0,1067.0,1138.0
2661,78.0,29.0,15.0,-1,88.0,INV#:,photo-104.jpg,2448.0,3264.0,5.0,3.0,1.0,1.0,4.0,2463.0,2492.0,813.0,891.0
2662,106.0,27.0,15.0,-1,96.0,105483,photo-104.jpg,2448.0,3264.0,5.0,3.0,1.0,1.0,5.0,2461.0,2488.0,695.0,801.0
2664,43.0,28.0,15.0,-1,70.0,TE,photo-104.jpg,2448.0,3264.0,5.0,4.0,1.0,1.0,1.0,2547.0,2575.0,2072.0,2115.0
2665,78.0,29.0,15.0,-1,70.0,TRIE,photo-104.jpg,2448.0,3264.0,5.0,4.0,1.0,1.0,2.0,2544.0,2573.0,1990.0,2068.0
2666,69.0,29.0,15.0,-1,94.0,PTY,photo-104.jpg,2448.0,3264.0,5.0,4.0,1.0,1.0,3.0,2540.0,2569.0,1909.0,1978.0
2667,67.0,30.0,15.0,-1,94.0,LTD,photo-104.jpg,2448.0,3264.0,5.0,4.0,1.0,1.0,4.0,2536.0,2566.0,1831.0,1898.0
2668,68.0,29.0,15.0,-1,96.0,THE,photo-104.jpg,2448.0,3264.0,5.0,4.0,1.0,1.0,5.0,2515.0,2544.0,1271.0,1339.0
2669,88.0,29.0,15.0,-1,96.0,PIZZA,photo-104.jpg,2448.0,3264.0,5.0,4.0,1.0,1.0,6.0,2512.0,2541.0,1172.0,1260.0
2670,92.0,29.0,15.0,-1,95.0,SHOP,photo-104.jpg,2448.0,3264.0,5.0,4.0,1.0,1.0,7.0,2509.0,2538.0,1068.0,1160.0
2671,52.0,28.0,15.0,-1,93.0,BLI,photo-104.jpg,2448.0,3264.0,5.0,4.0,1.0,1.0,8.0,2507.0,2535.0,1004.0,1056.0
2672,52.0,28.0,15.0,-1,87.0,BLI,photo-104.jpg,2448.0,3264.0,5.0,4.0,1.0,1.0,9.0,2505.0,2533.0,940.0,992.0
2676,59.0,28.0,16.0,-1,96.0,BN:,photo-104.jpg,2448.0,3264.0,5.0,1.0,1.0,1.0,1.0,2584.0,2612.0,2037.0,2096.0
2677,37.0,27.0,16.0,-1,95.0,65,photo-104.jpg,2448.0,3264.0,5.0,1.0,1.0,1.0,2.0,2582.0,2609.0,1989.0,2026.0
2678,55.0,29.0,16.0,-1,96.0,087,photo-104.jpg,2448.0,3264.0,5.0,1.0,1.0,1.0,3.0,2578.0,2607.0,1924.0,1979.0
2679,54.0,28.0,16.0,-1,95.0,652,photo-104.jpg,2448.0,3264.0,5.0,1.0,1.0,1.0,4.0,2576.0,2604.0,1859.0,1913.0
2680,54.0,28.0,16.0,-1,91.0,668,photo-104.jpg,2448.0,3264.0,5.0,1.0,1.0,1.0,5.0,2573.0,2601.0,1794.0,1848.0
2681,78.0,29.0,16.0,-1,96.0,ABN:,photo-104.jpg,2448.0,3264.0,5.0,1.0,1.0,1.0,6.0,2553.0,2582.0,1262.0,1340.0
2683,37.0,66.0,16.0,-1,54.0,22,photo-104.jpg,2448.0,3264.0,5.0,2.0,1.0,1.0,1.0,2586.0,2652.0,2082.0,2119.0
2684,108.0,34.0,16.0,-1,38.0,"Kerry!,",photo-104.jpg,2448.0,3264.0,5.0,2.0,1.0,1.0,2.0,2619.0,2653.0,1962.0,2070.0
2685,104.0,31.0,16.0,-1,96.0,Kunda,photo-104.jpg,2448.0,3264.0,5.0,2.0,1.0,1.0,3.0,2614.0,2645.0,1846.0,1950.0
2686,80.0,31.0,16.0,-1,95.0,"Park,",photo-104.jpg,2448.0,3264.0,5.0,2.0,1.0,1.0,4.0,2610.0,2641.0,1753.0,1833.0
2687,71.0,30.0,16.0,-1,95.0,QLD,photo-104.jpg,2448.0,3264.0,5.0,2.0,1.0,1.0,5.0,2607.0,2637.0,1669.0,1740.0
2688,72.0,29.0,16.0,-1,95.0,4556,photo-104.jpg,2448.0,3264.0,5.0,2.0,1.0,1.0,6.0,2604.0,2633.0,1587.0,1659.0
2689,93.0,30.0,16.0,-1,95.0,SHOP,photo-104.jpg,2448.0,3264.0,5.0,2.0,1.0,1.0,7.0,2590.0,2620.0,1243.0,1336.0
2690,97.0,30.0,16.0,-1,96.0,13/328,photo-104.jpg,2448.0,3264.0,5.0,2.0,1.0,1.0,8.0,2586.0,2616.0,1133.0,1230.0
2691,97.0,30.0,16.0,-1,96.0,DAVID,photo-104.jpg,2448.0,3264.0,5.0,2.0,1.0,1.0,9.0,2583.0,2613.0,1024.0,1121.0
2692,76.0,29.0,16.0,-1,96.0,LOW,photo-104.jpg,2448.0,3264.0,5.0,2.0,1.0,1.0,10.0,2580.0,2609.0,936.0,1012.0
2693,72.0,28.0,16.0,-1,96.0,WAY,photo-104.jpg,2448.0,3264.0,5.0,2.0,1.0,1.0,11.0,2578.0,2606.0,855.0,927.0
2697,51.0,28.0,17.0,-1,94.0,Ph:,photo-104.jpg,2448.0,3264.0,5.0,1.0,1.0,1.0,1.0,2662.0,2690.0,2066.0,2117.0
2698,36.0,28.0,17.0,-1,95.0,07,photo-104.jpg,2448.0,3264.0,5.0,1.0,1.0,1.0,2.0,2659.0,2687.0,2018.0,2054.0
2699,73.0,30.0,17.0,-1,95.0,5445,photo-104.jpg,2448.0,3264.0,5.0,1.0,1.0,1.0,3.0,2655.0,2685.0,1933.0,2006.0
2700,72.0,29.0,17.0,-1,96.0,5233,photo-104.jpg,2448.0,3264.0,5.0,1.0,1.0,1.0,4.0,2652.0,2681.0,1850.0,1922.0
2701,65.0,28.0,17.0,-1,96.0,Fax:,photo-104.jpg,2448.0,3264.0,5.0,1.0,1.0,1.0,5.0,2650.0,2678.0,1773.0,1838.0
2702,35.0,29.0,17.0,-1,95.0,07,photo-104.jpg,2448.0,3264.0,5.0,1.0,1.0,1.0,6.0,2646.0,2675.0,1727.0,1762.0
2703,73.0,29.0,17.0,-1,94.0,5445,photo-104.jpg,2448.0,3264.0,5.0,1.0,1.0,1.0,7.0,2644.0,2673.0,1643.0,1716.0
2704,72.0,29.0,17.0,-1,95.0,5199,photo-104.jpg,2448.0,3264.0,5.0,1.0,1.0,1.0,8.0,2641.0,2670.0,1560.0,1632.0
2706,88.0,32.0,17.0,-1,96.0,Terry,photo-104.jpg,2448.0,3264.0,5.0,2.0,1.0,1.0,1.0,2700.0,2732.0,2029.0,2117.0
2707,11.0,6.0,17.0,-1,96.0,-,photo-104.jpg,2448.0,3264.0,5.0,2.0,1.0,1.0,2.0,2711.0,2717.0,2008.0,2019.0
2708,119.0,31.0,17.0,-1,96.0,Mobile:,photo-104.jpg,2448.0,3264.0,5.0,2.0,1.0,1.0,3.0,2692.0,2723.0,1878.0,1997.0
2709,185.0,34.0,17.0,-1,95.0,0407667769,photo-104.jpg,2448.0,3264.0,5.0,2.0,1.0,1.0,4.0,2683.0,2717.0,1682.0,1867.0
2710,52.0,29.0,17.0,-1,91.0,BLI,photo-104.jpg,2448.0,3264.0,5.0,2.0,1.0,1.0,5.0,2666.0,2695.0,1284.0,1336.0
2711,52.0,29.0,17.0,-1,91.0,BLI,photo-104.jpg,2448.0,3264.0,5.0,2.0,1.0,1.0,6.0,2664.0,2693.0,1220.0,1272.0
2713,123.0,32.0,17.0,-1,96.0,Patricia,photo-104.jpg,2448.0,3264.0,5.0,3.0,1.0,1.0,1.0,2735.0,2767.0,1995.0,2118.0
2714,10.0,6.0,17.0,-1,93.0,-,photo-104.jpg,2448.0,3264.0,5.0,3.0,1.0,1.0,2.0,2747.0,2753.0,1973.0,1983.0
2715,119.0,31.0,17.0,-1,96.0,Mobile:,photo-104.jpg,2448.0,3264.0,5.0,3.0,1.0,1.0,3.0,2729.0,2760.0,1843.0,1962.0
2716,185.0,34.0,17.0,-1,95.0,0408667739,photo-104.jpg,2448.0,3264.0,5.0,3.0,1.0,1.0,4.0,2720.0,2754.0,1647.0,1832.0
2717,52.0,30.0,17.0,-1,96.0,BLI,photo-104.jpg,2448.0,3264.0,5.0,3.0,1.0,1.0,5.0,2705.0,2735.0,1283.0,1335.0
2718,52.0,29.0,17.0,-1,95.0,BLI,photo-104.jpg,2448.0,3264.0,5.0,3.0,1.0,1.0,6.0,2702.0,2731.0,1219.0,1271.0
2719,81.0,31.0,17.0,-1,96.0,"4560,",photo-104.jpg,2448.0,3264.0,5.0,3.0,1.0,1.0,7.0,2700.0,2731.0,1127.0,1208.0
2720,70.0,29.0,17.0,-1,96.0,QLD,photo-104.jpg,2448.0,3264.0,5.0,3.0,1.0,1.0,8.0,2698.0,2727.0,1045.0,1115.0
2721,72.0,28.0,17.0,-1,92.0,4560,photo-104.jpg,2448.0,3264.0,5.0,3.0,1.0,1.0,9.0,2695.0,2723.0,962.0,1034.0
2730,22.0,26.0,1.0,-1,87.0,T.,photo-105.jpg,2448.0,3264.0,5.0,1.0,1.0,1.0,1.0,575.0,601.0,2092.0,2114.0
2731,3.0,11.0,1.0,-1,48.0,y,photo-105.jpg,2448.0,3264.0,5.0,1.0,1.0,1.0,2.0,592.0,603.0,1948.0,1951.0
2733,219.0,73.0,1.0,-1,37.0,#%J%OICE,photo-105.jpg,2448.0,3264.0,5.0,2.0,1.0,1.0,1.0,579.0,652.0,1898.0,2117.0
2734,45.0,16.0,1.0,-1,55.0,<,photo-105.jpg,2448.0,3264.0,5.0,2.0,1.0,1.0,2.0,638.0,654.0,1403.0,1448.0
2735,59.0,22.0,1.0,-1,96.0,Lion,photo-105.jpg,2448.0,3264.0,5.0,2.0,1.0,1.0,3.0,602.0,624.0,1172.0,1231.0
2736,154.0,22.0,1.0,-1,95.0,Franchisee,photo-105.jpg,2448.0,3264.0,5.0,2.0,1.0,1.0,4.0,602.0,624.0,1004.0,1158.0
2737,7.0,21.0,1.0,-1,96.0,/,photo-105.jpg,2448.0,3264.0,5.0,2.0,1.0,1.0,5.0,601.0,622.0,984.0,991.0
2738,145.0,23.0,1.0,-1,96.0,Distributor,photo-105.jpg,2448.0,3264.0,5.0,2.0,1.0,1.0,6.0,600.0,623.0,826.0,971.0
2742,49.0,30.0,2.0,-1,79.0,Sol,photo-105.jpg,2448.0,3264.0,5.0,1.0,1.0,1.0,1.0,649.0,679.0,2063.0,2112.0
2743,99.0,30.0,2.0,-1,90.0,-Page:,photo-105.jpg,2448.0,3264.0,5.0,1.0,1.0,1.0,2.0,626.0,656.0,559.0,658.0
2744,10.0,23.0,2.0,-1,90.0,1,photo-105.jpg,2448.0,3264.0,5.0,1.0,1.0,1.0,3.0,624.0,647.0,534.0,544.0
2746,72.0,61.0,2.0,-1,63.0,mg,photo-105.jpg,2448.0,3264.0,5.0,2.0,1.0,1.0,1.0,657.0,718.0,2042.0,2114.0
2747,39.0,24.0,2.0,-1,96.0,to:,photo-105.jpg,2448.0,3264.0,5.0,2.0,1.0,1.0,2.0,664.0,688.0,1991.0,2030.0
2748,26.0,28.0,2.0,-1,42.0,"""4",photo-105.jpg,2448.0,3264.0,5.0,2.0,1.0,1.0,3.0,669.0,697.0,1560.0,1586.0
2749,13.0,18.0,2.0,-1,23.0,ye,photo-105.jpg,2448.0,3264.0,5.0,2.0,1.0,1.0,4.0,676.0,694.0,1445.0,1458.0
2750,2.0,2.0,2.0,-1,23.0,cp,photo-105.jpg,2448.0,3264.0,5.0,2.0,1.0,1.0,5.0,668.0,670.0,1372.0,1374.0
2751,121.0,32.0,2.0,-1,96.0,Payable,photo-105.jpg,2448.0,3264.0,5.0,2.0,1.0,1.0,6.0,668.0,700.0,1110.0,1231.0
2752,47.0,25.0,2.0,-1,96.0,To:,photo-105.jpg,2448.0,3264.0,5.0,2.0,1.0,1.0,7.0,668.0,693.0,1048.0,1095.0
2754,173.0,59.0,2.0,-1,47.0,mN_Pm,photo-105.jpg,2448.0,3264.0,5.0,3.0,1.0,1.0,1.0,695.0,754.0,1944.0,2117.0
2755,93.0,26.0,2.0,-1,94.0,SHOP,photo-105.jpg,2448.0,3264.0,5.0,3.0,1.0,1.0,2.0,700.0,726.0,1836.0,1929.0
2756,50.0,25.0,2.0,-1,92.0,BLI,photo-105.jpg,2448.0,3264.0,5.0,3.0,1.0,1.0,3.0,703.0,728.0,1772.0,1822.0
2757,50.0,25.0,2.0,-1,91.0,BLI,photo-105.jpg,2448.0,3264.0,5.0,3.0,1.0,1.0,4.0,704.0,729.0,1708.0,1758.0
2758,7.0,6.0,2.0,-1,39.0,I,photo-105.jpg,2448.0,3264.0,5.0,3.0,1.0,1.0,5.0,728.0,734.0,1552.0,1559.0
2759,4.0,4.0,2.0,-1,68.0,4,photo-105.jpg,2448.0,3264.0,5.0,3.0,1.0,1.0,6.0,719.0,723.0,1514.0,1518.0
2760,119.0,25.0,2.0,-1,85.0,TETRIE,photo-105.jpg,2448.0,3264.0,5.0,3.0,1.0,1.0,7.0,704.0,729.0,1109.0,1228.0
2761,66.0,24.0,2.0,-1,93.0,PTY,photo-105.jpg,2448.0,3264.0,5.0,3.0,1.0,1.0,8.0,704.0,728.0,1031.0,1097.0
2762,63.0,25.0,2.0,-1,93.0,LTD,photo-105.jpg,2448.0,3264.0,5.0,3.0,1.0,1.0,9.0,703.0,728.0,956.0,1019.0
2764,155.0,38.0,2.0,-1,56.0,SHOP:,photo-105.jpg,2448.0,3264.0,5.0,4.0,1.0,1.0,1.0,751.0,789.0,1959.0,2114.0
2765,77.0,25.0,2.0,-1,96.0,ABN:,photo-105.jpg,2448.0,3264.0,5.0,4.0,1.0,1.0,2.0,740.0,765.0,1154.0,1231.0
2766,33.0,24.0,2.0,-1,96.0,65,photo-105.jpg,2448.0,3264.0,5.0,4.0,1.0,1.0,3.0,740.0,764.0,1109.0,1142.0
2767,50.0,25.0,2.0,-1,93.0,087,photo-105.jpg,2448.0,3264.0,5.0,4.0,1.0,1.0,4.0,740.0,765.0,1046.0,1096.0
2768,51.0,24.0,2.0,-1,96.0,652,photo-105.jpg,2448.0,3264.0,5.0,4.0,1.0,1.0,5.0,740.0,764.0,982.0,1033.0
2769,51.0,25.0,2.0,-1,96.0,668,photo-105.jpg,2448.0,3264.0,5.0,4.0,1.0,1.0,6.0,738.0,763.0,918.0,969.0
2771,48.0,28.0,2.0,-1,96.0,OP,photo-105.jpg,2448.0,3264.0,5.0,5.0,1.0,1.0,1.0,765.0,793.0,2017.0,2065.0
2772,96.0,25.0,2.0,-1,96.0,13/328,photo-105.jpg,2448.0,3264.0,5.0,5.0,1.0,1.0,2.0,772.0,797.0,1906.0,2002.0
2773,97.0,26.0,2.0,-1,96.0,DAVID,photo-105.jpg,2448.0,3264.0,5.0,5.0,1.0,1.0,3.0,773.0,799.0,1795.0,1892.0
2774,75.0,25.0,2.0,-1,96.0,LOW,photo-105.jpg,2448.0,3264.0,5.0,5.0,1.0,1.0,4.0,775.0,800.0,1706.0,1781.0
2775,71.0,24.0,2.0,-1,91.0,WAY,photo-105.jpg,2448.0,3264.0,5.0,5.0,1.0,1.0,5.0,777.0,801.0,1624.0,1695.0
2776,6.0,6.0,2.0,-1,57.0,\,photo-105.jpg,2448.0,3264.0,5.0,5.0,1.0,1.0,6.0,783.0,789.0,1517.0,1523.0
2777,32.0,25.0,2.0,-1,96.0,22,photo-105.jpg,2448.0,3264.0,5.0,5.0,1.0,1.0,7.0,776.0,801.0,1198.0,1230.0
2778,93.0,31.0,2.0,-1,71.0,Kerry!,photo-105.jpg,2448.0,3264.0,5.0,5.0,1.0,1.0,8.0,776.0,807.0,1092.0,1185.0
2779,50.0,28.0,2.0,-1,96.0,"Str,",photo-105.jpg,2448.0,3264.0,5.0,5.0,1.0,1.0,9.0,776.0,804.0,1025.0,1075.0
2780,101.0,25.0,2.0,-1,96.0,Kunda,photo-105.jpg,2448.0,3264.0,5.0,5.0,1.0,1.0,10.0,774.0,799.0,911.0,1012.0
2781,78.0,26.0,2.0,-1,95.0,"Park,",photo-105.jpg,2448.0,3264.0,5.0,5.0,1.0,1.0,11.0,773.0,799.0,820.0,898.0
2782,70.0,28.0,2.0,-1,96.0,QLD,photo-105.jpg,2448.0,3264.0,5.0,5.0,1.0,1.0,12.0,771.0,799.0,737.0,807.0
2783,71.0,26.0,2.0,-1,96.0,4556,photo-105.jpg,2448.0,3264.0,5.0,5.0,1.0,1.0,13.0,769.0,795.0,654.0,725.0
2786,24.0,27.0,2.0,-1,85.0,B,photo-105.jpg,2448.0,3264.0,5.0,1.0,1.0,2.0,1.0,832.0,859.0,2093.0,2117.0
2787,48.0,24.0,2.0,-1,95.0,Ph:,photo-105.jpg,2448.0,3264.0,5.0,1.0,1.0,2.0,2.0,812.0,836.0,1182.0,1230.0
2788,33.0,24.0,2.0,-1,95.0,07,photo-105.jpg,2448.0,3264.0,5.0,1.0,1.0,2.0,3.0,812.0,836.0,1136.0,1169.0
2789,69.0,24.0,2.0,-1,96.0,5445,photo-105.jpg,2448.0,3264.0,5.0,1.0,1.0,2.0,4.0,811.0,835.0,1054.0,1123.0
2790,69.0,25.0,2.0,-1,96.0,5233,photo-105.jpg,2448.0,3264.0,5.0,1.0,1.0,2.0,5.0,810.0,835.0,972.0,1041.0
2791,62.0,25.0,2.0,-1,96.0,Fax:,photo-105.jpg,2448.0,3264.0,5.0,1.0,1.0,2.0,6.0,809.0,834.0,897.0,959.0
2792,33.0,25.0,2.0,-1,92.0,07,photo-105.jpg,2448.0,3264.0,5.0,1.0,1.0,2.0,7.0,809.0,834.0,851.0,884.0
2793,70.0,25.0,2.0,-1,94.0,5445,photo-105.jpg,2448.0,3264.0,5.0,1.0,1.0,2.0,8.0,808.0,833.0,768.0,838.0
2794,70.0,25.0,2.0,-1,95.0,5199,photo-105.jpg,2448.0,3264.0,5.0,1.0,1.0,2.0,9.0,806.0,831.0,686.0,756.0
2797,27.0,27.0,2.0,-1,83.0,LI,photo-105.jpg,2448.0,3264.0,5.0,1.0,1.0,3.0,1.0,835.0,862.0,2062.0,2089.0
2798,52.0,29.0,2.0,-1,64.0,BLI,photo-105.jpg,2448.0,3264.0,5.0,1.0,1.0,3.0,2.0,839.0,868.0,1996.0,2048.0
2799,83.0,31.0,2.0,-1,94.0,Terry,photo-105.jpg,2448.0,3264.0,5.0,1.0,1.0,3.0,3.0,847.0,878.0,1146.0,1229.0
2800,8.0,4.0,2.0,-1,96.0,-,photo-105.jpg,2448.0,3264.0,5.0,1.0,1.0,3.0,4.0,860.0,864.0,1126.0,1134.0
2801,114.0,25.0,2.0,-1,96.0,Mobile:,photo-105.jpg,2448.0,3264.0,5.0,1.0,1.0,3.0,5.0,846.0,871.0,999.0,1113.0
2802,180.0,26.0,2.0,-1,96.0,0407667769,photo-105.jpg,2448.0,3264.0,5.0,1.0,1.0,3.0,6.0,844.0,870.0,807.0,987.0
2804,54.0,30.0,2.0,-1,91.0,BLI,photo-105.jpg,2448.0,3264.0,5.0,2.0,1.0,3.0,1.0,869.0,899.0,2062.0,2116.0
2805,51.0,29.0,2.0,-1,72.0,BL1,photo-105.jpg,2448.0,3264.0,5.0,2.0,1.0,3.0,2.0,876.0,905.0,1997.0,2048.0
2806,71.0,25.0,2.0,-1,95.0,4560,photo-105.jpg,2448.0,3264.0,5.0,2.0,1.0,3.0,3.0,880.0,905.0,1913.0,1984.0
2807,117.0,25.0,2.0,-1,96.0,Patricia,photo-105.jpg,2448.0,3264.0,5.0,2.0,1.0,3.0,4.0,883.0,908.0,1113.0,1230.0
2808,9.0,5.0,2.0,-1,96.0,-,photo-105.jpg,2448.0,3264.0,5.0,2.0,1.0,3.0,5.0,895.0,900.0,1091.0,1100.0
2809,114.0,25.0,2.0,-1,95.0,Mobile:,photo-105.jpg,2448.0,3264.0,5.0,2.0,1.0,3.0,6.0,881.0,906.0,965.0,1079.0
2810,179.0,26.0,2.0,-1,95.0,0408667739,photo-105.jpg,2448.0,3264.0,5.0,2.0,1.0,3.0,7.0,880.0,906.0,773.0,952.0
2814,63.0,23.0,3.0,-1,96.0,Date:,photo-105.jpg,2448.0,3264.0,5.0,1.0,1.0,1.0,1.0,955.0,978.0,2054.0,2117.0
2815,124.0,20.0,3.0,-1,79.0,02/08/2015,photo-105.jpg,2448.0,3264.0,5.0,1.0,1.0,1.0,2.0,962.0,982.0,1921.0,2045.0
2816,14.0,17.0,3.0,-1,94.0,#:,photo-105.jpg,2448.0,3264.0,5.0,1.0,1.0,1.0,3.0,967.0,984.0,1306.0,1320.0
2817,53.0,17.0,3.0,-1,91.0,Inv#:,photo-105.jpg,2448.0,3264.0,5.0,1.0,1.0,1.0,4.0,964.0,981.0,1026.0,1079.0
2818,79.0,18.0,3.0,-1,95.0,104089,photo-105.jpg,2448.0,3264.0,5.0,1.0,1.0,1.0,5.0,963.0,981.0,936.0,1015.0
2819,80.0,18.0,3.0,-1,96.0,Period,photo-105.jpg,2448.0,3264.0,5.0,1.0,1.0,1.0,6.0,961.0,979.0,610.0,690.0
2820,10.0,18.0,3.0,-1,96.0,7,photo-105.jpg,2448.0,3264.0,5.0,1.0,1.0,1.0,7.0,960.0,978.0,590.0,600.0
2821,14.0,18.0,3.0,-1,96.0,D,photo-105.jpg,2448.0,3264.0,5.0,1.0,1.0,1.0,8.0,960.0,978.0,565.0,579.0
2823,52.0,19.0,3.0,-1,92.0,Ref#,photo-105.jpg,2448.0,3264.0,5.0,2.0,1.0,1.0,1.0,1003.0,1022.0,1672.0,1724.0
2824,51.0,18.0,3.0,-1,93.0,5384,photo-105.jpg,2448.0,3264.0,5.0,2.0,1.0,1.0,2.0,1004.0,1022.0,1579.0,1630.0
2826,103.0,30.0,3.0,-1,96.0,Delivery,photo-105.jpg,2448.0,3264.0,5.0,3.0,1.0,1.0,1.0,1031.0,1061.0,2014.0,2117.0
2827,73.0,19.0,3.0,-1,96.0,Order,photo-105.jpg,2448.0,3264.0,5.0,3.0,1.0,1.0,2.0,1038.0,1057.0,1932.0,2005.0
2828,122.0,20.0,3.0,-1,94.0,Numbers:,photo-105.jpg,2448.0,3264.0,5.0,3.0,1.0,1.0,3.0,1039.0,1059.0,1801.0,1923.0
2829,8.0,17.0,3.0,-1,96.0,1,photo-105.jpg,2448.0,3264.0,5.0,3.0,1.0,1.0,4.0,1042.0,1059.0,1620.0,1628.0
2831,100.0,24.0,3.0,-1,96.0,Product,photo-105.jpg,2448.0,3264.0,5.0,4.0,1.0,1.0,1.0,1068.0,1092.0,2017.0,2117.0
2832,143.0,24.0,3.0,-1,96.0,Description,photo-105.jpg,2448.0,3264.0,5.0,4.0,1.0,1.0,2.0,1074.0,1098.0,1864.0,2007.0
2833,58.0,18.0,3.0,-1,79.0,34107,photo-105.jpg,2448.0,3264.0,5.0,4.0,1.0,1.0,3.0,1078.0,1096.0,1618.0,1676.0
2834,48.0,19.0,3.0,-1,95.0,GST,photo-105.jpg,2448.0,3264.0,5.0,4.0,1.0,1.0,4.0,1072.0,1091.0,707.0,755.0
2835,61.0,19.0,3.0,-1,96.0,Price,photo-105.jpg,2448.0,3264.0,5.0,4.0,1.0,1.0,5.0,1071.0,1090.0,570.0,631.0
2836,101.0,19.0,3.0,-1,96.0,Amount,photo-105.jpg,2448.0,3264.0,5.0,4.0,1.0,1.0,6.0,1070.0,1089.0,452.0,553.0
2840,29.0,17.0,4.0,-1,95.0,Fri,photo-105.jpg,2448.0,3264.0,5.0,1.0,1.0,1.0,1.0,1114.0,1131.0,1618.0,1647.0
2842,92.0,23.0,4.0,-1,96.0,THICK,photo-105.jpg,2448.0,3264.0,5.0,2.0,1.0,1.0,1.0,1142.0,1165.0,2026.0,2118.0
2843,102.0,19.0,4.0,-1,94.0,CREAM,photo-105.jpg,2448.0,3264.0,5.0,2.0,1.0,1.0,2.0,1147.0,1166.0,1913.0,2015.0
2844,30.0,19.0,4.0,-1,73.0,SL,photo-105.jpg,2448.0,3264.0,5.0,2.0,1.0,1.0,3.0,1148.0,1167.0,1861.0,1891.0
2845,53.0,18.0,4.0,-1,92.0,BTL,photo-105.jpg,2448.0,3264.0,5.0,2.0,1.0,1.0,4.0,1149.0,1167.0,1796.0,1849.0
2846,15.0,17.0,4.0,-1,96.0,4,photo-105.jpg,2448.0,3264.0,5.0,2.0,1.0,1.0,5.0,1150.0,1167.0,1618.0,1633.0
2850,104.0,22.0,5.0,-1,93.0,SLICED,photo-105.jpg,2448.0,3264.0,5.0,1.0,1.0,1.0,1.0,1179.0,1201.0,2014.0,2118.0
2851,143.0,20.0,5.0,-1,86.0,PEPERON!,photo-105.jpg,2448.0,3264.0,5.0,1.0,1.0,1.0,2.0,1183.0,1203.0,1858.0,2001.0
2852,54.0,18.0,5.0,-1,88.0,1KC,photo-105.jpg,2448.0,3264.0,5.0,1.0,1.0,1.0,3.0,1186.0,1204.0,1790.0,1844.0
2853,13.0,18.0,5.0,-1,90.0,8,photo-105.jpg,2448.0,3264.0,5.0,1.0,1.0,1.0,4.0,1185.0,1203.0,1619.0,1632.0
2855,99.0,21.0,5.0,-1,96.0,SHRED,photo-105.jpg,2448.0,3264.0,5.0,2.0,1.0,1.0,1.0,1216.0,1237.0,2019.0,2118.0
2856,62.0,19.0,5.0,-1,93.0,HAM,photo-105.jpg,2448.0,3264.0,5.0,2.0,1.0,1.0,2.0,1219.0,1238.0,1944.0,2006.0
2857,141.0,20.0,5.0,-1,91.0,JULIENNE,photo-105.jpg,2448.0,3264.0,5.0,2.0,1.0,1.0,3.0,1220.0,1240.0,1792.0,1933.0
