,filename,cell_type,x1,x2,y1,y2,content,img_width,img_height,bb_width,bb_height,conf
5176,photo-56.jpg,-1.0,1085.0,1130.0,1853.0,1906.0,KR,3264.0,2448.0,45.0,53.0,100
820,photo-105.jpg,-1.0,1179.0,1209.0,1853.0,2007.0,PEPERONI,3264.0,2448.0,30.0,154.0,100
7229,photo-81.jpg,-1.0,1362.0,1395.0,1853.0,1936.0,Primo,3264.0,2448.0,33.0,83.0,100
791,photo-105.jpg,-1.0,1398.0,1427.0,1853.0,1950.0,VINYL,3264.0,2448.0,29.0,97.0,100
3278,photo-31.jpg,-1.0,1464.0,1499.0,1853.0,1906.0,VC,3264.0,2448.0,35.0,53.0,100
6680,photo-75.jpg,-1.0,1548.0,1581.0,1853.0,1951.0,Prawn,3264.0,2448.0,33.0,98.0,100
3272,photo-31.jpg,-1.0,1602.0,1637.0,1853.0,1902.0,FH,3264.0,2448.0,35.0,49.0,100
1143,photo-108.jpg,-1.0,1200.0,1230.0,1852.0,1978.0,CASHEW,3264.0,2448.0,30.0,126.0,100
3620,photo-38.jpg,-1.0,1392.0,1422.0,1852.0,1920.0,STL,3264.0,2448.0,30.0,68.0,100
6784,photo-76.jpg,-1.0,1495.0,1513.0,1852.0,1911.0,Tu,3264.0,2448.0,18.0,59.0,100
3276,photo-31.jpg,-1.0,1510.0,1545.0,1852.0,1905.0,PO,3264.0,2448.0,35.0,53.0,100
4800,photo-53.jpg,-1.0,1824.0,1865.0,1852.0,1926.0,12kg,3264.0,2448.0,41.0,74.0,100
7929,photo-94.jpg,-1.0,1020.0,1024.0,1851.0,1962.0,pre,3264.0,2448.0,4.0,111.0,100
410,photo-101.jpg,-1.0,1063.0,1089.0,1851.0,1946.0,|GRATER,3264.0,2448.0,26.0,95.0,100
380,photo-101.jpg,-1.0,1142.0,1169.0,1851.0,1948.0,[PADDLE,3264.0,2448.0,27.0,97.0,100
8456,photo-98.jpg,-1.0,1269.0,1294.0,1851.0,1946.0,OPENER,3264.0,2448.0,25.0,95.0,100
6707,photo-75.jpg,-1.0,1401.0,1435.0,1851.0,1956.0,Cream,3264.0,2448.0,34.0,105.0,100
7575,photo-89.jpg,-1.0,1461.0,1496.0,1851.0,1991.0,Shredded,3264.0,2448.0,35.0,140.0,100
7440,photo-86.jpg,-1.0,1466.0,1502.0,1851.0,1937.0,Diced,3264.0,2448.0,36.0,86.0,100
4397,photo-47.jpg,-1.0,1490.0,1525.0,1851.0,1905.0,SR,3264.0,2448.0,35.0,54.0,100
5173,photo-56.jpg,-1.0,1131.0,1173.0,1850.0,1993.0,2kg WFG,3264.0,2448.0,42.0,143.0,100
917,photo-106.jpg,-1.0,1208.0,1236.0,1850.0,1991.0,PEPERONI,3264.0,2448.0,28.0,141.0,100
4863,photo-53.jpg,-1.0,1504.0,1543.0,1850.0,1955.0,250gm,3264.0,2448.0,39.0,105.0,100
7475,photo-87.jpg,-1.0,1511.0,1549.0,1850.0,1939.0,Diced,3264.0,2448.0,38.0,89.0,100
7109,photo-8.jpg,-1.0,1209.0,1242.0,1849.0,1924.0,LOAF,3264.0,2448.0,33.0,75.0,100
6596,photo-74.jpg,-1.0,1535.0,1553.0,1849.0,1971.0,es,3264.0,2448.0,18.0,122.0,100
972,photo-107.jpg,-1.0,1555.0,1561.0,1849.0,1862.0,D,3264.0,2448.0,6.0,13.0,100
4514,photo-49.jpg,-1.0,1768.0,1807.0,1849.0,2072.0,20 SOLERO,3264.0,2448.0,39.0,223.0,100
4803,photo-53.jpg,-1.0,1778.0,1819.0,1849.0,1953.0,500gm,3264.0,2448.0,41.0,104.0,100
6855,photo-76.jpg,-1.0,1054.0,1088.0,1848.0,1974.0,Pomace,3264.0,2448.0,34.0,126.0,100
713,photo-104.jpg,-1.0,1126.0,1155.0,1848.0,1910.0,BTL,3264.0,2448.0,29.0,62.0,100
1054,photo-107.jpg,-1.0,1190.0,1221.0,1848.0,1998.0,PEPERONI,3264.0,2448.0,31.0,150.0,100
829,photo-105.jpg,-1.0,1252.0,1281.0,1848.0,1941.0,BASIL,3264.0,2448.0,29.0,93.0,100
7554,photo-89.jpg,-1.0,1397.0,1432.0,1848.0,2059.0,Primo Chorizos,3264.0,2448.0,35.0,211.0,100
3275,photo-31.jpg,-1.0,1555.0,1591.0,1848.0,1909.0,MM,3264.0,2448.0,36.0,61.0,100
540,photo-103.jpg,-1.0,1047.0,1072.0,1847.0,1926.0,SPIKE,3264.0,2448.0,25.0,79.0,100
5544,photo-61.jpg,-1.0,1257.0,1289.0,1847.0,1941.0,Gloves,3264.0,2448.0,32.0,94.0,100
6905,photo-77.jpg,-1.0,1262.0,1295.0,1847.0,1933.0,Pizza,3264.0,2448.0,33.0,86.0,100
5541,photo-61.jpg,-1.0,1314.0,1345.0,1847.0,1941.0,Gloves,3264.0,2448.0,31.0,94.0,100
6458,photo-72.jpg,-1.0,1343.0,1378.0,1847.0,1946.0,Prawn,3264.0,2448.0,35.0,99.0,100
780,photo-105.jpg,-1.0,1435.0,1463.0,1847.0,1943.0,VINYL,3264.0,2448.0,28.0,96.0,100
1812,photo-113.jpg,-1.0,1237.0,1265.0,1846.0,1943.0,- HANS,3264.0,2448.0,28.0,97.0,100
4242,photo-45.jpg,-1.0,1495.0,1529.0,1846.0,1998.0,*1D2 (12),3264.0,2448.0,34.0,152.0,100
1387,photo-110.jpg,-1.0,1286.0,1315.0,1845.0,1901.0,SLT,3264.0,2448.0,29.0,56.0,100
7273,photo-82.jpg,-1.0,1479.0,1516.0,1845.0,1935.0,Sliced,3264.0,2448.0,37.0,90.0,100
1740,photo-113.jpg,-1.0,1542.0,1572.0,1845.0,2189.0,CLOVE XTRLARGE PK100,3264.0,2448.0,30.0,344.0,100
7606,photo-9.jpg,-1.0,1293.0,1327.0,1844.0,2036.0,LAMINGTONS,3264.0,2448.0,34.0,192.0,100
1018,photo-107.jpg,-1.0,1371.0,1401.0,1844.0,1938.0,VINYL,3264.0,2448.0,30.0,94.0,100
5672,photo-63.jpg,-1.0,1567.0,1599.0,1844.0,1903.0,Box,3264.0,2448.0,32.0,59.0,100
5669,photo-63.jpg,-1.0,1625.0,1658.0,1844.0,1978.0,Pizza Box,3264.0,2448.0,33.0,134.0,100
8794,photo-99.jpg,-1.0,1233.0,1259.0,1843.0,1969.0,|SAUCEPAN,3264.0,2448.0,26.0,126.0,100
8785,photo-99.jpg,-1.0,1273.0,1300.0,1843.0,1970.0,|SAUCEPAN,3264.0,2448.0,27.0,127.0,100
3437,photo-34.jpg,-1.0,1338.0,1371.0,1843.0,1889.0,ﬂ,3264.0,2448.0,33.0,46.0,100
3435,photo-34.jpg,-1.0,1382.0,1415.0,1843.0,1889.0,FS,3264.0,2448.0,33.0,46.0,100
4333,photo-46.jpg,-1.0,1561.0,1596.0,1843.0,1938.0,50 (6),3264.0,2448.0,35.0,95.0,100
3441,photo-34.jpg,-1.0,1250.0,1282.0,1842.0,1889.0,FB,3264.0,2448.0,32.0,47.0,100
7289,photo-82.jpg,-1.0,1345.0,1379.0,1842.0,1915.0,Ham,3264.0,2448.0,34.0,73.0,100
773,photo-105.jpg,-1.0,1471.0,1500.0,1842.0,2017.0,XTRLARCE,3264.0,2448.0,29.0,175.0,100
4322,photo-46.jpg,-1.0,1643.0,1678.0,1842.0,1938.0,50 (6),3264.0,2448.0,35.0,96.0,100
8681,photo-99.jpg,-1.0,1899.0,1925.0,1842.0,1894.0,[PAN,3264.0,2448.0,26.0,52.0,100
8229,photo-98.jpg,-1.0,2343.0,2370.0,1842.0,1911.0,MILL,3264.0,2448.0,27.0,69.0,100
7750,photo-92.jpg,-1.0,1085.0,1112.0,1841.0,1924.0,FORKS,3264.0,2448.0,27.0,83.0,100
1416,photo-110.jpg,-1.0,1216.0,1244.0,1841.0,1925.0,HANS,3264.0,2448.0,28.0,84.0,100
3439,photo-34.jpg,-1.0,1294.0,1327.0,1841.0,1892.0,FM,3264.0,2448.0,33.0,51.0,100
3430,photo-34.jpg,-1.0,1515.0,1548.0,1841.0,1891.0,VS,3264.0,2448.0,33.0,50.0,100
7557,photo-89.jpg,-1.0,1656.0,1691.0,1841.0,1926.0,Fillets,3264.0,2448.0,35.0,85.0,100
8689,photo-99.jpg,-1.0,1857.0,1884.0,1841.0,1893.0,[PAN,3264.0,2448.0,27.0,52.0,100
8808,photo-99.jpg,-1.0,1111.0,1136.0,1840.0,1891.0,[FOR,3264.0,2448.0,25.0,51.0,100
6824,photo-76.jpg,-1.0,1199.0,1235.0,1840.0,1971.0,BROWN,3264.0,2448.0,36.0,131.0,100
6463,photo-72.jpg,-1.0,1294.0,1329.0,1840.0,1946.0,Cream,3264.0,2448.0,35.0,106.0,100
7444,photo-86.jpg,-1.0,1399.0,1437.0,1840.0,1984.0,Shredded,3264.0,2448.0,38.0,144.0,100
3433,photo-34.jpg,-1.0,1471.0,1504.0,1840.0,1890.0,VC,3264.0,2448.0,33.0,50.0,100
1704,photo-112.jpg,-1.0,1121.0,1148.0,1839.0,1939.0,12.5KC,3264.0,2448.0,27.0,100.0,100
1147,photo-108.jpg,-1.0,1166.0,1194.0,1839.0,1892.0,TIN,3264.0,2448.0,28.0,53.0,100
6488,photo-72.jpg,-1.0,1170.0,1175.0,1839.0,1897.0,LLL,3264.0,2448.0,5.0,58.0,100
6819,photo-76.jpg,-1.0,1248.0,1284.0,1839.0,1970.0,BROWN,3264.0,2448.0,36.0,131.0,100
7488,photo-87.jpg,-1.0,1371.0,1409.0,1839.0,1988.0,Shredded,3264.0,2448.0,38.0,149.0,100
4022,photo-42.jpg,-1.0,1414.0,1447.0,1839.0,1921.0,100%,3264.0,2448.0,33.0,82.0,100
5451,photo-60.jpg,-1.0,1488.0,1520.0,1839.0,1910.0,Food,3264.0,2448.0,32.0,71.0,100
1338,photo-110.jpg,-1.0,1498.0,1526.0,1839.0,1931.0,PK100,3264.0,2448.0,28.0,92.0,100
4079,photo-43.jpg,-1.0,1541.0,1573.0,1839.0,1938.0,*#10K,3264.0,2448.0,32.0,99.0,100
6497,photo-73.jpg,-1.0,1619.0,1628.0,1839.0,1874.0,12.,3264.0,2448.0,9.0,35.0,100
8700,photo-99.jpg,-1.0,1773.0,1799.0,1839.0,1891.0,[PAN,3264.0,2448.0,26.0,52.0,100
8691,photo-99.jpg,-1.0,1815.0,1841.0,1839.0,1892.0,[PAN,3264.0,2448.0,26.0,53.0,100
1691,photo-112.jpg,-1.0,1190.0,1217.0,1838.0,1857.0,4,3264.0,2448.0,27.0,19.0,100
7712,photo-92.jpg,-1.0,1213.0,1239.0,1838.0,1921.0,[PLATE,3264.0,2448.0,26.0,83.0,100
7708,photo-92.jpg,-1.0,1255.0,1282.0,1838.0,1922.0,SPOON,3264.0,2448.0,27.0,84.0,100
1381,photo-110.jpg,-1.0,1321.0,1350.0,1838.0,1893.0,RIV,3264.0,2448.0,29.0,55.0,100
7792,photo-93.jpg,-1.0,1328.0,1373.0,1838.0,1918.0,915160,3264.0,2448.0,45.0,80.0,100
4894,photo-53.jpg,-1.0,1365.0,1400.0,1838.0,1911.0,EDC,3264.0,2448.0,35.0,73.0,100
879,photo-106.jpg,-1.0,1408.0,1439.0,1838.0,2097.0,CLOVE XTRLARCE,3264.0,2448.0,31.0,259.0,100
7519,photo-88.jpg,-1.0,1500.0,1540.0,1838.0,1958.0,Yoghurt,3264.0,2448.0,40.0,120.0,100
3428,photo-34.jpg,-1.0,1560.0,1592.0,1837.0,1894.0,MM,3264.0,2448.0,32.0,57.0,100
6345,photo-71.jpg,-1.0,1587.0,1623.0,1837.0,1917.0,Semi,3264.0,2448.0,36.0,80.0,100
8706,photo-99.jpg,-1.0,1731.0,1757.0,1837.0,1889.0,[PAN,3264.0,2448.0,26.0,52.0,100
8185,photo-98.jpg,-1.0,1842.0,1867.0,1837.0,1904.0,BLUE,3264.0,2448.0,25.0,67.0,100
1272,photo-109.jpg,-1.0,1150.0,1178.0,1836.0,1980.0,COCONUT,3264.0,2448.0,28.0,144.0,100
7698,photo-92.jpg,-1.0,1297.0,1324.0,1836.0,1922.0,SPOON,3264.0,2448.0,27.0,86.0,100
6379,photo-71.jpg,-1.0,1391.0,1425.0,1836.0,1922.0,Pizza,3264.0,2448.0,34.0,86.0,100
1014,photo-107.jpg,-1.0,1407.0,1437.0,1836.0,1931.0,VINYL,3264.0,2448.0,30.0,95.0,100
3832,photo-40.jpg,-1.0,1473.0,1508.0,1836.0,1991.0,*#A10 (3),3264.0,2448.0,35.0,155.0,100
6507,photo-73.jpg,-1.0,1523.0,1558.0,1836.0,1941.0,Cream,3264.0,2448.0,35.0,105.0,100
8716,photo-99.jpg,-1.0,1690.0,1716.0,1836.0,1888.0,[PAN,3264.0,2448.0,26.0,52.0,100
282,photo-100.jpg,-1.0,1049.0,1077.0,1835.0,1963.0,MAGNETIC,3264.0,2448.0,28.0,128.0,100
8163,photo-98.jpg,-1.0,1068.0,1093.0,1835.0,1944.0,GARBAGE,3264.0,2448.0,25.0,109.0,100
6760,photo-75.jpg,-1.0,1105.0,1138.0,1835.0,1961.0,Pomace,3264.0,2448.0,33.0,126.0,100
8169,photo-98.jpg,-1.0,1148.0,1173.0,1835.0,1931.0,MIXING,3264.0,2448.0,25.0,96.0,100
8173,photo-98.jpg,-1.0,1189.0,1213.0,1835.0,1931.0,MIXING,3264.0,2448.0,24.0,96.0,100
6399,photo-71.jpg,-1.0,1243.0,1277.0,1835.0,1927.0,Yeast,3264.0,2448.0,34.0,92.0,100
1909,photo-15.jpg,-1.0,1288.0,1321.0,1835.0,1915.0,LOAF,3264.0,2448.0,33.0,80.0,100
637,photo-104.jpg,-1.0,1405.0,1434.0,1835.0,1890.0,TIN,3264.0,2448.0,29.0,55.0,100
6968,photo-78.jpg,-1.0,1412.0,1447.0,1835.0,1935.0,Prawn,3264.0,2448.0,35.0,100.0,100
1474,photo-111.jpg,-1.0,1526.0,1555.0,1835.0,2012.0,MOZZ SHRED,3264.0,2448.0,29.0,177.0,100
8601,photo-99.jpg,-1.0,2191.0,2222.0,1835.0,1919.0,x/R/D,3264.0,2448.0,31.0,84.0,100
3235,photo-31.jpg,-1.0,1132.0,1145.0,1834.0,1845.0,I,3264.0,2448.0,13.0,11.0,100
7176,photo-80.jpg,-1.0,1189.0,1223.0,1834.0,1986.0,Tomatoes,3264.0,2448.0,34.0,152.0,100
195,photo-100.jpg,-1.0,1216.0,1243.0,1834.0,1963.0,SAUCEPAN,3264.0,2448.0,27.0,129.0,100
3853,photo-40.jpg,-1.0,1349.0,1384.0,1834.0,1990.0,*1.5K(6),3264.0,2448.0,35.0,156.0,100
6877,photo-77.jpg,-1.0,1411.0,1445.0,1834.0,1932.0,Prawn,3264.0,2448.0,34.0,98.0,100
133,photo-100.jpg,-1.0,1424.0,1450.0,1834.0,1961.0,STRAINER,3264.0,2448.0,26.0,127.0,100
8730,photo-99.jpg,-1.0,1606.0,1632.0,1834.0,1888.0,TEA,3264.0,2448.0,26.0,54.0,100
7510,photo-88.jpg,-1.0,1632.0,1669.0,1834.0,2069.0,Beef Mince 90%,3264.0,2448.0,37.0,235.0,100
1733,photo-113.jpg,-1.0,1644.0,1672.0,1834.0,1908.0,10KG,3264.0,2448.0,28.0,74.0,100
7610,photo-9.jpg,-1.0,1177.0,1210.0,1833.0,1909.0,LOAF,3264.0,2448.0,33.0,76.0,100
1036,photo-107.jpg,-1.0,1261.0,1291.0,1833.0,1931.0,720GM,3264.0,2448.0,30.0,98.0,100
1784,photo-113.jpg,-1.0,1339.0,1369.0,1833.0,2082.0,RAW CASHEW 1KC,3264.0,2448.0,30.0,249.0,100
722,photo-105.jpg,-1.0,1692.0,1727.0,1833.0,2128.0,Delivery Order Totals$,3264.0,2448.0,35.0,295.0,100
8606,photo-99.jpg,-1.0,2148.0,2180.0,1833.0,1918.0,x/H/D,3264.0,2448.0,32.0,85.0,100
864,photo-106.jpg,-1.0,1216.0,1230.0,1832.0,1849.0,=,3264.0,2448.0,14.0,17.0,100
1011,photo-107.jpg,-1.0,1443.0,1475.0,1832.0,2002.0,XTRLARCE,3264.0,2448.0,32.0,170.0,100
3996,photo-42.jpg,-1.0,1579.0,1611.0,1832.0,1917.0,HASH,3264.0,2448.0,32.0,85.0,100
550,photo-103.jpg,-1.0,1007.0,1033.0,1831.0,1925.0,[DOCKET,3264.0,2448.0,26.0,94.0,100
949,photo-106.jpg,-1.0,1074.0,1102.0,1831.0,1927.0,FLOUR,3264.0,2448.0,28.0,96.0,100
4977,photo-55.jpg,-1.0,1133.0,1139.0,1831.0,1882.0,sp,3264.0,2448.0,6.0,51.0,100
6153,photo-69.jpg,-1.0,1180.0,1213.0,1831.0,1915.0,Bottle,3264.0,2448.0,33.0,84.0,100
6143,photo-69.jpg,-1.0,1361.0,1393.0,1831.0,1897.0,Low,3264.0,2448.0,32.0,66.0,100
3614,photo-38.jpg,-1.0,1433.0,1464.0,1831.0,1899.0,STL,3264.0,2448.0,31.0,68.0,100
7372,photo-84.jpg,-1.0,1546.0,1583.0,1831.0,1930.0,Bacon,3264.0,2448.0,37.0,99.0,100
7309,photo-83.jpg,-1.0,1872.0,1912.0,1831.0,1992.0,Shredded,3264.0,2448.0,40.0,161.0,100
6148,photo-69.jpg,-1.0,1301.0,1333.0,1830.0,1914.0,Bottle,3264.0,2448.0,32.0,84.0,100
799,photo-105.jpg,-1.0,1362.0,1390.0,1830.0,1898.0,CUT,3264.0,2448.0,28.0,68.0,100
6139,photo-69.jpg,-1.0,1421.0,1453.0,1830.0,1897.0,Low,3264.0,2448.0,32.0,67.0,100
1637,photo-112.jpg,-1.0,1467.0,1498.0,1830.0,1930.0,1KG(10,3264.0,2448.0,31.0,100.0,100
6129,photo-69.jpg,-1.0,1541.0,1574.0,1830.0,1896.0,Low,3264.0,2448.0,33.0,66.0,100
7862,photo-93.jpg,-1.0,1097.0,1123.0,1829.0,1923.0,[PASTRY,3264.0,2448.0,26.0,94.0,100
1053,photo-107.jpg,-1.0,1199.0,1213.0,1829.0,1847.0,(=,3264.0,2448.0,14.0,18.0,100
3201,photo-30.jpg,-1.0,1201.0,1233.0,1829.0,1875.0,W,3264.0,2448.0,32.0,46.0,100
3199,photo-30.jpg,-1.0,1245.0,1277.0,1829.0,1874.0,FP,3264.0,2448.0,32.0,45.0,100
6995,photo-78.jpg,-1.0,1260.0,1295.0,1829.0,1937.0,Cream,3264.0,2448.0,35.0,108.0,100
3197,photo-30.jpg,-1.0,1289.0,1322.0,1829.0,1876.0,VT,3264.0,2448.0,33.0,47.0,100
6988,photo-78.jpg,-1.0,1310.0,1346.0,1829.0,1936.0,Cream,3264.0,2448.0,36.0,107.0,100
1197,photo-109.jpg,-1.0,1502.0,1531.0,1829.0,1914.0,MOZZ,3264.0,2448.0,29.0,85.0,100
3187,photo-30.jpg,-1.0,1513.0,1546.0,1829.0,1876.0,PP,3264.0,2448.0,33.0,47.0,100
8222,photo-98.jpg,-1.0,2385.0,2412.0,1829.0,1926.0,CUTTER,3264.0,2448.0,27.0,97.0,100
1073,photo-107.jpg,-1.0,1117.0,1147.0,1828.0,1929.0,FLOUR,3264.0,2448.0,30.0,101.0,100
6730,photo-75.jpg,-1.0,1250.0,1286.0,1828.0,1958.0,BROWN,3264.0,2448.0,36.0,130.0,100
6884,photo-77.jpg,-1.0,1361.0,1395.0,1828.0,1933.0,Cream,3264.0,2448.0,34.0,105.0,100
3193,photo-30.jpg,-1.0,1378.0,1411.0,1828.0,1878.0,VC,3264.0,2448.0,33.0,50.0,100
3192,photo-30.jpg,-1.0,1423.0,1456.0,1828.0,1878.0,PO,3264.0,2448.0,33.0,50.0,100
867,photo-106.jpg,-1.0,1476.0,1484.0,1828.0,1847.0,.,3264.0,2448.0,8.0,19.0,100
3186,photo-30.jpg,-1.0,1560.0,1592.0,1828.0,1875.0,PP,3264.0,2448.0,32.0,47.0,100
3183,photo-30.jpg,-1.0,1604.0,1637.0,1828.0,1880.0,MS,3264.0,2448.0,33.0,52.0,100
728,photo-105.jpg,-1.0,1617.0,1647.0,1828.0,2070.0,YOGURT CREEK,3264.0,2448.0,30.0,242.0,100
1831,photo-113.jpg,-1.0,1136.0,1164.0,1827.0,1924.0,12.5KC,3264.0,2448.0,28.0,97.0,100
863,photo-106.jpg,-1.0,1175.0,1204.0,1827.0,2098.0,JALAPENOS SLICED,3264.0,2448.0,29.0,271.0,100
3472,photo-35.jpg,-1.0,1195.0,1227.0,1827.0,1874.0,VT,3264.0,2448.0,32.0,47.0,100
7825,photo-93.jpg,-1.0,1216.0,1242.0,1827.0,1921.0,BOTTLE,3264.0,2448.0,26.0,94.0,100
7164,photo-80.jpg,-1.0,1237.0,1270.0,1827.0,1919.0,Roast,3264.0,2448.0,33.0,92.0,100
3470,photo-35.jpg,-1.0,1239.0,1271.0,1827.0,1873.0,PP,3264.0,2448.0,32.0,46.0,100
7279,photo-82.jpg,-1.0,1410.0,1449.0,1827.0,2006.0,Primo Sliced,3264.0,2448.0,39.0,179.0,100
3190,photo-30.jpg,-1.0,1468.0,1501.0,1827.0,1878.0,PO,3264.0,2448.0,33.0,51.0,100
5773,photo-64.jpg,-1.0,1503.0,1534.0,1827.0,1877.0,Bin,3264.0,2448.0,31.0,50.0,100
6574,photo-73.jpg,-1.0,1179.0,1212.0,1826.0,1950.0,Pomace,3264.0,2448.0,33.0,124.0,100
3332,photo-32.jpg,-1.0,1190.0,1208.0,1826.0,1873.0,| 45,3264.0,2448.0,18.0,47.0,100
7608,photo-9.jpg,-1.0,1254.0,1289.0,1826.0,2112.0,MULTIGRAIN 680GM,3264.0,2448.0,35.0,286.0,100
1509,photo-111.jpg,-1.0,1261.0,1289.0,1826.0,2015.0,HOLLANDAISE,3264.0,2448.0,28.0,189.0,100
3195,photo-30.jpg,-1.0,1334.0,1366.0,1826.0,1880.0,VM,3264.0,2448.0,32.0,54.0,100
6689,photo-75.jpg,-1.0,1497.0,1533.0,1826.0,1953.0,Gnocchi,3264.0,2448.0,36.0,127.0,100
5447,photo-60.jpg,-1.0,1546.0,1584.0,1826.0,1911.0,Wipes,3264.0,2448.0,38.0,85.0,100
5991,photo-67.jpg,-1.0,1566.0,1598.0,1826.0,1884.0,Box,3264.0,2448.0,32.0,58.0,100
5314,photo-59.jpg,-1.0,1647.0,1679.0,1826.0,1909.0,(Green,3264.0,2448.0,32.0,83.0,100
3181,photo-30.jpg,-1.0,1651.0,1683.0,1826.0,1883.0,MM,3264.0,2448.0,32.0,57.0,100
7743,photo-92.jpg,-1.0,1128.0,1154.0,1825.0,1923.0,[KNIVES,3264.0,2448.0,26.0,98.0,100
8097,photo-97.jpg,-1.0,1185.0,1215.0,1825.0,1874.0,1/6,3264.0,2448.0,30.0,49.0,100
1811,photo-113.jpg,-1.0,1237.0,1263.0,1825.0,1845.0,4,3264.0,2448.0,26.0,20.0,100
1527,photo-111.jpg,-1.0,1294.0,1321.0,1825.0,1878.0,SLT,3264.0,2448.0,27.0,53.0,100
1663,photo-112.jpg,-1.0,1328.0,1356.0,1825.0,1960.0,C-Cvooos,3264.0,2448.0,28.0,135.0,100
7312,photo-83.jpg,-1.0,1816.0,1864.0,1825.0,1965.0,Vinegar,3264.0,2448.0,48.0,140.0,100
7089,photo-79.jpg,-1.0,1110.0,1142.0,1824.0,1963.0,Kalamata,3264.0,2448.0,32.0,139.0,100
4629,photo-49.jpg,-1.0,1158.0,1196.0,1824.0,1893.0,ING,3264.0,2448.0,38.0,69.0,100
7723,photo-92.jpg,-1.0,1170.0,1203.0,1824.0,1926.0,| PEPPER,3264.0,2448.0,33.0,102.0,100
8085,photo-97.jpg,-1.0,1226.0,1255.0,1824.0,1874.0,1/6,3264.0,2448.0,29.0,50.0,100
4220,photo-45.jpg,-1.0,1656.0,1689.0,1824.0,1999.0,*200MLX24,3264.0,2448.0,33.0,175.0,100
4208,photo-45.jpg,-1.0,1697.0,1729.0,1824.0,2000.0,*200MLX24,3264.0,2448.0,32.0,176.0,100
4204,photo-45.jpg,-1.0,1737.0,1769.0,1824.0,2000.0,*200MLX24,3264.0,2448.0,32.0,176.0,100
4233,photo-45.jpg,-1.0,1575.0,1607.0,1823.0,1998.0,*#110GX24,3264.0,2448.0,32.0,175.0,100
1892,photo-14.jpg,-1.0,1149.0,1180.0,1822.0,2000.0,DESCRIPTION,3264.0,2448.0,31.0,178.0,100
6639,photo-74.jpg,-1.0,1245.0,1278.0,1822.0,1908.0,Pizza,3264.0,2448.0,33.0,86.0,100
655,photo-104.jpg,-1.0,1335.0,1365.0,1822.0,1950.0,POWDER,3264.0,2448.0,30.0,128.0,100
1100,photo-108.jpg,-1.0,1374.0,1402.0,1822.0,1869.0,1.5,3264.0,2448.0,28.0,47.0,100
3923,photo-41.jpg,-1.0,1425.0,1457.0,1822.0,1996.0,*#100GX63,3264.0,2448.0,32.0,174.0,100
730,photo-105.jpg,-1.0,1654.0,1683.0,1822.0,2006.0,HUNGARIAN,3264.0,2448.0,29.0,184.0,100
8462,photo-98.jpg,-1.0,1229.0,1253.0,1821.0,1915.0,PASTRY,3264.0,2448.0,24.0,94.0,100
305,photo-101.jpg,-1.0,1341.0,1366.0,1821.0,1944.0,|STOCKPOT,3264.0,2448.0,25.0,123.0,100
974,photo-107.jpg,-1.0,1553.0,1561.0,1821.0,1839.0,2,3264.0,2448.0,8.0,18.0,100
1415,photo-110.jpg,-1.0,1216.0,1243.0,1820.0,1840.0,4,3264.0,2448.0,27.0,20.0,100
352,photo-101.jpg,-1.0,1249.0,1259.0,1820.0,1831.0,:,3264.0,2448.0,10.0,11.0,100
7140,photo-80.jpg,-1.0,1382.0,1418.0,1820.0,1983.0,Mozzarella,3264.0,2448.0,36.0,163.0,100
1487,photo-111.jpg,-1.0,1492.0,1520.0,1820.0,1906.0,PK100,3264.0,2448.0,28.0,86.0,100
614,photo-104.jpg,-1.0,1510.0,1540.0,1820.0,1888.0,BOX,3264.0,2448.0,30.0,68.0,100
755,photo-105.jpg,-1.0,1544.0,1573.0,1820.0,1911.0,SLICE,3264.0,2448.0,29.0,91.0,100
1549,photo-111.jpg,-1.0,1227.0,1254.0,1819.0,1879.0,1KG,3264.0,2448.0,27.0,60.0,100
3086,photo-29.jpg,-1.0,1274.0,1307.0,1819.0,1873.0,101,3264.0,2448.0,33.0,54.0,100
3078,photo-29.jpg,-1.0,1451.0,1484.0,1819.0,1873.0,101,3264.0,2448.0,33.0,54.0,100
1743,photo-113.jpg,-1.0,1510.0,1528.0,1819.0,1837.0,(«,3264.0,2448.0,18.0,18.0,100
4492,photo-48.jpg,-1.0,1083.0,1124.0,1818.0,1877.0,GC,3264.0,2448.0,41.0,59.0,100
4366,photo-46.jpg,-1.0,1318.0,1348.0,1818.0,1901.0,PEAS,3264.0,2448.0,30.0,83.0,100
4881,photo-53.jpg,-1.0,1456.0,1491.0,1818.0,1869.0,KR,3264.0,2448.0,35.0,51.0,100
6133,photo-69.jpg,-1.0,1480.0,1513.0,1818.0,1896.0,Book,3264.0,2448.0,33.0,78.0,100
748,photo-105.jpg,-1.0,1581.0,1610.0,1818.0,1945.0,ANCGEST,3264.0,2448.0,29.0,127.0,100
8616,photo-99.jpg,-1.0,2107.0,2136.0,1818.0,1992.0,[THERMOMETER,3264.0,2448.0,29.0,174.0,100
6631,photo-74.jpg,-1.0,1292.0,1328.0,1817.0,1951.0,"Insert10""",3264.0,2448.0,36.0,134.0,100
7482,photo-87.jpg,-1.0,1441.0,1484.0,1817.0,1944.0,Yoghurt,3264.0,2448.0,43.0,127.0,100
8620,photo-99.jpg,-1.0,2065.0,2094.0,1817.0,1991.0,[THERMOMETER,3264.0,2448.0,29.0,174.0,100
8920,photo-99.jpg,-1.0,947.0,950.0,1816.0,1857.0,"""",3264.0,2448.0,3.0,41.0,100
